produto;marca;loja;data;qtd;valor
celular;Hitachi;Cidade São Paulo;2025-3-15;30;4367.16
ar condicionado;Samsung;Paulista;2025-3-15;25;4506.63
lavadora;Midea;Paulista;2025-3-15;1;2998.58
ar condicionado;Samsung;Paulista;2025-3-15;18;8004.63
lavadora;LG;Eldorado;2025-3-15;36;5861.46
ar condicionado;Midea;Cidade São Paulo;2025-3-15;13;3829.62
lavadora;HP;Paulista;2025-3-15;33;4000.15
celular;Samsung;Eldorado;2025-3-15;27;8488.87
notebook;Acer;Cidade São Paulo;2025-3-15;37;5569.29
notebook;HP;Cidade São Paulo;2025-3-15;33;2786.08
lavadora;LG;Cidade São Paulo;2025-3-15;7;5991.00
notebook;LG;Cidade São Paulo;2025-3-15;33;4086.97
lavadora;LG;Cidade São Paulo;2025-3-15;23;3939.84
ar condicionado;Hitachi;Paulista;2025-3-15;23;6977.06
lavadora;Acer;Eldorado;2025-3-15;26;7944.58
ar condicionado;HP;Cidade São Paulo;2025-3-15;34;1136.75
ar condicionado;HP;Eldorado;2025-3-15;31;3714.59
smart tv;Hitachi;Eldorado;2025-3-16;39;3390.99
lavadora;HP;Paulista;2025-3-16;20;5893.75
geladeira;Samsung;Cidade São Paulo;2025-3-16;48;6238.93
geladeira;Samsung;Eldorado;2025-3-16;42;7189.94
celular;Acer;Cidade São Paulo;2025-3-16;29;9340.42
geladeira;Midea;Eldorado;2025-3-16;30;3926.85
lavadora;Acer;Eldorado;2025-3-16;47;5930.25
smart tv;HP;Paulista;2025-3-16;35;9102.70
notebook;LG;Eldorado;2025-3-16;23;4036.45
notebook;Motorola;Eldorado;2025-3-16;34;3169.37
smart tv;Motorola;Eldorado;2025-3-16;23;7663.09
ar condicionado;Samsung;Eldorado;2025-3-16;36;7815.78
notebook;Midea;Cidade São Paulo;2025-3-16;42;8327.04
smart tv;Hitachi;Paulista;2025-3-16;16;5692.74
smart tv;Midea;Eldorado;2025-3-16;36;7567.49
lavadora;Samsung;Eldorado;2025-3-16;48;9901.45
lavadora;Acer;Cidade São Paulo;2025-3-16;39;3106.83
ar condicionado;Hitachi;Paulista;2025-3-16;23;4752.51
celular;LG;Eldorado;2025-3-16;20;2303.43
lavadora;Motorola;Paulista;2025-3-16;28;8223.79
ar condicionado;Motorola;Cidade São Paulo;2025-3-17;8;1320.82
notebook;Acer;Eldorado;2025-3-17;20;6632.77
geladeira;Motorola;Eldorado;2025-3-17;18;1176.22
notebook;Motorola;Cidade São Paulo;2025-3-17;45;8065.25
smart tv;HP;Paulista;2025-3-17;1;3674.14
celular;Acer;Eldorado;2025-3-17;10;3179.13
celular;Hitachi;Cidade São Paulo;2025-3-17;47;4260.94
geladeira;LG;Cidade São Paulo;2025-3-17;36;8935.10
lavadora;Hitachi;Paulista;2025-3-17;10;2468.39
celular;LG;Eldorado;2025-3-17;38;4335.04
celular;HP;Eldorado;2025-3-17;47;7652.08
notebook;Acer;Cidade São Paulo;2025-3-17;3;8743.46
notebook;HP;Eldorado;2025-3-17;32;9585.76
notebook;Samsung;Eldorado;2025-3-17;28;8144.87
notebook;HP;Eldorado;2025-3-17;23;2191.17
ar condicionado;Motorola;Eldorado;2025-3-17;6;3342.49
celular;Samsung;Cidade São Paulo;2025-3-17;3;7594.98
geladeira;LG;Paulista;2025-3-17;22;7430.32
geladeira;HP;Paulista;2025-3-17;2;9411.25
smart tv;LG;Cidade São Paulo;2025-3-17;50;7733.40
ar condicionado;Midea;Paulista;2025-3-18;13;2377.98
geladeira;LG;Cidade São Paulo;2025-3-18;14;6366.76
ar condicionado;Acer;Cidade São Paulo;2025-3-18;2;2255.10
smart tv;Samsung;Eldorado;2025-3-18;29;8027.50
geladeira;Motorola;Cidade São Paulo;2025-3-18;49;5177.31
ar condicionado;Hitachi;Eldorado;2025-3-18;45;6177.67
celular;Motorola;Cidade São Paulo;2025-3-18;18;5402.19
notebook;HP;Eldorado;2025-3-18;14;3915.46
smart tv;Acer;Paulista;2025-3-18;26;9926.40
lavadora;Hitachi;Eldorado;2025-3-18;27;4643.64
smart tv;HP;Paulista;2025-3-18;47;5023.49
ar condicionado;Motorola;Paulista;2025-3-18;31;8545.02
ar condicionado;Samsung;Eldorado;2025-3-18;38;3884.72
geladeira;HP;Eldorado;2025-3-18;2;4122.27
lavadora;Motorola;Eldorado;2025-3-18;26;4098.00
ar condicionado;Hitachi;Cidade São Paulo;2025-3-18;45;9076.11
smart tv;LG;Paulista;2025-3-18;27;1501.26
ar condicionado;Acer;Eldorado;2025-3-18;23;6561.48
ar condicionado;HP;Paulista;2025-3-18;21;6565.84
celular;Samsung;Cidade São Paulo;2025-3-18;4;1309.15
celular;Motorola;Cidade São Paulo;2025-3-19;24;1243.60
smart tv;Hitachi;Eldorado;2025-3-19;5;5473.26
lavadora;LG;Paulista;2025-3-19;31;8454.46
lavadora;Hitachi;Eldorado;2025-3-19;20;2973.43
lavadora;Hitachi;Paulista;2025-3-19;28;4359.57
celular;HP;Paulista;2025-3-19;43;7923.49
lavadora;Acer;Paulista;2025-3-19;50;5096.72
smart tv;HP;Paulista;2025-3-19;39;9906.23
smart tv;Samsung;Eldorado;2025-3-19;41;2579.02
geladeira;Midea;Cidade São Paulo;2025-3-19;18;3527.78
ar condicionado;Motorola;Paulista;2025-3-19;31;4095.92
notebook;Midea;Cidade São Paulo;2025-3-19;10;3563.09
notebook;Hitachi;Cidade São Paulo;2025-3-19;45;4928.26
smart tv;Motorola;Cidade São Paulo;2025-3-19;39;7059.62
notebook;Midea;Cidade São Paulo;2025-3-19;9;6658.14
notebook;Hitachi;Cidade São Paulo;2025-3-19;39;4266.06
ar condicionado;Hitachi;Cidade São Paulo;2025-3-19;19;9112.88
notebook;Motorola;Eldorado;2025-3-19;43;3370.13
lavadora;Midea;Paulista;2025-3-19;22;9351.98
lavadora;Hitachi;Paulista;2025-3-19;2;3422.02
geladeira;Midea;Eldorado;2025-3-20;41;2989.47
notebook;Motorola;Cidade São Paulo;2025-3-20;32;3985.19
smart tv;LG;Paulista;2025-3-20;50;9257.90
celular;HP;Eldorado;2025-3-20;44;8435.99
lavadora;Acer;Eldorado;2025-3-20;44;9684.51
ar condicionado;LG;Eldorado;2025-3-20;49;1303.03
celular;Samsung;Cidade São Paulo;2025-3-20;5;7477.43
ar condicionado;Samsung;Eldorado;2025-3-20;21;5855.26
lavadora;LG;Cidade São Paulo;2025-3-20;19;6733.50
notebook;Midea;Paulista;2025-3-20;11;1994.03
notebook;Motorola;Cidade São Paulo;2025-3-20;35;5926.43
celular;Samsung;Eldorado;2025-3-20;29;3347.98
notebook;Hitachi;Cidade São Paulo;2025-3-20;43;4625.65
lavadora;HP;Paulista;2025-3-20;1;5977.25
celular;HP;Cidade São Paulo;2025-3-20;24;4707.45
lavadora;Samsung;Cidade São Paulo;2025-3-20;40;9474.58
celular;Midea;Paulista;2025-3-20;47;9312.95
ar condicionado;Midea;Eldorado;2025-3-20;42;9407.27
notebook;Midea;Cidade São Paulo;2025-3-20;46;9491.97
notebook;Acer;Cidade São Paulo;2025-3-20;8;1104.26
ar condicionado;HP;Cidade São Paulo;2025-3-21;25;4388.17
notebook;Acer;Paulista;2025-3-21;43;5031.19
notebook;Samsung;Eldorado;2025-3-21;17;8985.64
geladeira;Acer;Paulista;2025-3-21;26;2690.83
lavadora;HP;Paulista;2025-3-21;8;9254.29
ar condicionado;Acer;Eldorado;2025-3-21;2;4252.06
lavadora;Motorola;Cidade São Paulo;2025-3-21;46;5776.78
lavadora;Hitachi;Cidade São Paulo;2025-3-21;32;2582.63
geladeira;LG;Paulista;2025-3-21;19;7893.41
celular;Acer;Eldorado;2025-3-21;49;4277.96
lavadora;Hitachi;Eldorado;2025-3-21;15;7521.09
lavadora;Midea;Eldorado;2025-3-21;19;4249.10
smart tv;Samsung;Paulista;2025-3-21;10;2899.12
geladeira;Midea;Eldorado;2025-3-21;5;7112.95
geladeira;Acer;Eldorado;2025-3-21;42;1386.76
ar condicionado;Acer;Cidade São Paulo;2025-3-21;25;9112.59
celular;Hitachi;Cidade São Paulo;2025-3-21;7;3459.98
smart tv;Midea;Cidade São Paulo;2025-3-21;24;1658.42
lavadora;Samsung;Cidade São Paulo;2025-3-21;19;3276.66
ar condicionado;Hitachi;Eldorado;2025-3-21;38;7135.88
lavadora;LG;Paulista;2025-3-22;32;1430.27
notebook;Motorola;Cidade São Paulo;2025-3-22;10;1590.43
lavadora;Midea;Cidade São Paulo;2025-3-22;12;2904.86
geladeira;LG;Paulista;2025-3-22;43;8463.29
smart tv;Midea;Cidade São Paulo;2025-3-22;38;1952.04
notebook;Samsung;Paulista;2025-3-22;50;3201.35
smart tv;HP;Cidade São Paulo;2025-3-22;8;4757.27
notebook;Midea;Eldorado;2025-3-22;37;1634.87
geladeira;Samsung;Paulista;2025-3-22;17;3249.59
ar condicionado;LG;Eldorado;2025-3-22;40;7584.56
lavadora;Midea;Eldorado;2025-3-22;5;7463.47
lavadora;HP;Eldorado;2025-3-22;23;4323.60
smart tv;LG;Paulista;2025-3-22;44;4236.92
geladeira;Acer;Cidade São Paulo;2025-3-22;27;6644.23
smart tv;LG;Cidade São Paulo;2025-3-22;45;1351.68
celular;Motorola;Eldorado;2025-3-22;41;7889.02
celular;Motorola;Paulista;2025-3-22;3;4382.68
smart tv;Motorola;Cidade São Paulo;2025-3-22;44;3825.26
ar condicionado;Midea;Eldorado;2025-3-22;11;5804.26
smart tv;Motorola;Eldorado;2025-3-22;45;2778.32
celular;Samsung;Paulista;2025-3-23;12;5022.14
ar condicionado;Motorola;Cidade São Paulo;2025-3-23;24;4755.27
notebook;Acer;Cidade São Paulo;2025-3-23;50;7914.78
geladeira;Samsung;Paulista;2025-3-23;32;8781.77
lavadora;LG;Paulista;2025-3-23;46;2264.54
smart tv;Motorola;Cidade São Paulo;2025-3-23;41;4394.80
smart tv;Acer;Cidade São Paulo;2025-3-23;46;1799.19
celular;LG;Paulista;2025-3-23;44;6518.68
celular;Midea;Paulista;2025-3-23;22;6066.60
lavadora;Hitachi;Eldorado;2025-3-23;11;5851.66
notebook;Motorola;Cidade São Paulo;2025-3-23;3;2834.91
lavadora;Hitachi;Cidade São Paulo;2025-3-23;16;2645.88
celular;Motorola;Paulista;2025-3-23;22;6388.13
celular;Acer;Cidade São Paulo;2025-3-23;50;4872.58
geladeira;Motorola;Cidade São Paulo;2025-3-23;26;3194.60
lavadora;Acer;Eldorado;2025-3-23;26;1514.66
lavadora;Acer;Eldorado;2025-3-23;1;8794.88
celular;Motorola;Cidade São Paulo;2025-3-23;31;3846.17
smart tv;Samsung;Cidade São Paulo;2025-3-23;11;9642.82
geladeira;Acer;Eldorado;2025-3-23;22;2889.27
ar condicionado;Midea;Eldorado;2025-3-24;44;6153.69
geladeira;Motorola;Paulista;2025-3-24;29;8159.61
lavadora;Hitachi;Paulista;2025-3-24;47;3771.62
smart tv;Acer;Eldorado;2025-3-24;22;8857.49
ar condicionado;Hitachi;Cidade São Paulo;2025-3-24;35;5979.56
geladeira;LG;Eldorado;2025-3-24;6;8253.67
smart tv;Samsung;Eldorado;2025-3-24;47;8626.14
celular;HP;Paulista;2025-3-24;7;5638.83
lavadora;Motorola;Eldorado;2025-3-24;16;3045.89
ar condicionado;Motorola;Cidade São Paulo;2025-3-24;29;1910.00
geladeira;LG;Eldorado;2025-3-24;33;4352.54
lavadora;HP;Eldorado;2025-3-24;15;2499.08
celular;Midea;Paulista;2025-3-24;18;2986.72
geladeira;Samsung;Cidade São Paulo;2025-3-24;15;8837.32
lavadora;Acer;Paulista;2025-3-24;28;8974.23
ar condicionado;LG;Paulista;2025-3-24;6;7365.35
lavadora;Samsung;Eldorado;2025-3-24;37;8827.00
lavadora;Midea;Eldorado;2025-3-24;46;7264.41
lavadora;Midea;Eldorado;2025-3-24;46;2928.65
celular;Hitachi;Eldorado;2025-3-24;37;7890.46
notebook;Motorola;Paulista;2025-3-25;12;9728.84
lavadora;Acer;Cidade São Paulo;2025-3-25;1;8893.81
geladeira;HP;Eldorado;2025-3-25;39;5709.15
celular;HP;Cidade São Paulo;2025-3-25;1;7289.66
geladeira;Samsung;Cidade São Paulo;2025-3-25;38;4738.12
smart tv;Midea;Eldorado;2025-3-25;12;8821.18
celular;Acer;Paulista;2025-3-25;3;8257.70
notebook;HP;Cidade São Paulo;2025-3-25;5;6041.63
smart tv;Acer;Cidade São Paulo;2025-3-25;41;5535.70
notebook;LG;Eldorado;2025-3-25;28;2825.03
smart tv;Samsung;Cidade São Paulo;2025-3-25;49;5305.44
smart tv;HP;Eldorado;2025-3-25;32;7347.67
smart tv;HP;Eldorado;2025-3-25;1;6597.11
geladeira;LG;Eldorado;2025-3-25;23;1614.99
celular;Samsung;Eldorado;2025-3-25;18;3937.01
notebook;LG;Paulista;2025-3-25;33;7834.57
smart tv;Motorola;Cidade São Paulo;2025-3-25;23;7977.69
celular;Hitachi;Cidade São Paulo;2025-3-25;5;1744.78
lavadora;Motorola;Eldorado;2025-3-25;16;2190.27
ar condicionado;Hitachi;Eldorado;2025-3-25;49;8141.43
lavadora;Acer;Paulista;2025-3-26;6;9013.36
lavadora;Samsung;Eldorado;2025-3-26;2;9813.47
geladeira;Midea;Cidade São Paulo;2025-3-26;6;4189.44
notebook;LG;Eldorado;2025-3-26;23;7874.52
lavadora;LG;Cidade São Paulo;2025-3-26;25;9260.57
geladeira;Hitachi;Eldorado;2025-3-26;47;3397.48
ar condicionado;Motorola;Cidade São Paulo;2025-3-26;28;1669.76
lavadora;Motorola;Cidade São Paulo;2025-3-26;45;1164.95
geladeira;Motorola;Paulista;2025-3-26;49;7611.75
geladeira;Midea;Paulista;2025-3-26;46;8034.71
smart tv;Samsung;Eldorado;2025-3-26;46;9436.07
geladeira;HP;Paulista;2025-3-26;30;5836.24
geladeira;Motorola;Paulista;2025-3-26;38;1097.30
geladeira;Samsung;Eldorado;2025-3-26;38;3281.88
celular;Motorola;Paulista;2025-3-26;44;3468.24
lavadora;Midea;Paulista;2025-3-26;8;6838.19
smart tv;Motorola;Eldorado;2025-3-26;10;9178.87
geladeira;Motorola;Cidade São Paulo;2025-3-26;37;4409.44
smart tv;LG;Cidade São Paulo;2025-3-26;12;5636.15
celular;Motorola;Paulista;2025-3-26;34;2868.00
ar condicionado;Acer;Paulista;2025-3-27;40;9779.98
smart tv;Hitachi;Paulista;2025-3-27;46;6223.83
ar condicionado;HP;Cidade São Paulo;2025-3-27;13;9881.88
ar condicionado;Hitachi;Paulista;2025-3-27;22;3463.59
geladeira;Motorola;Paulista;2025-3-27;45;4489.89
celular;Samsung;Eldorado;2025-3-27;30;1307.92
celular;Motorola;Paulista;2025-3-27;14;2600.20
lavadora;Motorola;Eldorado;2025-3-27;20;6688.77
celular;Motorola;Cidade São Paulo;2025-3-27;35;8576.29
celular;Motorola;Cidade São Paulo;2025-3-27;10;6816.76
notebook;Midea;Paulista;2025-3-27;32;2103.80
notebook;Samsung;Paulista;2025-3-27;11;2733.14
smart tv;Acer;Eldorado;2025-3-27;42;6560.08
ar condicionado;Samsung;Cidade São Paulo;2025-3-27;10;8196.74
geladeira;Acer;Paulista;2025-3-27;34;7781.77
geladeira;Hitachi;Cidade São Paulo;2025-3-27;3;6211.53
ar condicionado;Samsung;Paulista;2025-3-27;21;9610.32
notebook;LG;Eldorado;2025-3-27;39;9934.00
celular;Midea;Cidade São Paulo;2025-3-27;25;8332.06
geladeira;Motorola;Eldorado;2025-3-27;14;6948.28
notebook;LG;Paulista;2025-3-28;14;9007.97
geladeira;Midea;Cidade São Paulo;2025-3-28;9;5625.97
geladeira;Midea;Cidade São Paulo;2025-3-28;9;8020.97
smart tv;Hitachi;Paulista;2025-3-28;8;3927.88
ar condicionado;Samsung;Eldorado;2025-3-28;28;6949.64
geladeira;HP;Cidade São Paulo;2025-3-28;36;4845.04
geladeira;Hitachi;Paulista;2025-3-28;29;9024.09
smart tv;Midea;Paulista;2025-3-28;23;3575.67
smart tv;Motorola;Paulista;2025-3-28;8;9672.79
geladeira;Samsung;Cidade São Paulo;2025-3-28;10;5675.66
lavadora;Hitachi;Cidade São Paulo;2025-3-28;44;7768.94
ar condicionado;Acer;Paulista;2025-3-28;11;7413.11
celular;Hitachi;Paulista;2025-3-28;8;7620.60
geladeira;LG;Eldorado;2025-3-28;10;4318.16
geladeira;LG;Paulista;2025-3-28;29;3880.78
ar condicionado;Samsung;Cidade São Paulo;2025-3-28;10;6696.97
smart tv;Samsung;Eldorado;2025-3-28;36;5815.09
smart tv;Midea;Cidade São Paulo;2025-3-28;41;4837.94
lavadora;HP;Paulista;2025-3-28;13;8051.51
ar condicionado;LG;Paulista;2025-3-28;40;8950.60
notebook;LG;Paulista;2025-3-29;7;6400.70
lavadora;HP;Cidade São Paulo;2025-3-29;8;7666.21
ar condicionado;Acer;Eldorado;2025-3-29;48;7362.64
geladeira;HP;Paulista;2025-3-29;43;3594.62
celular;Hitachi;Paulista;2025-3-29;45;5591.51
celular;Hitachi;Paulista;2025-3-29;18;1921.53
geladeira;Midea;Eldorado;2025-3-29;22;4956.43
notebook;Acer;Paulista;2025-3-29;2;3824.16
celular;Motorola;Eldorado;2025-3-29;11;2030.33
ar condicionado;Hitachi;Eldorado;2025-3-29;22;8900.77
lavadora;Motorola;Eldorado;2025-3-29;25;3515.02
ar condicionado;Hitachi;Paulista;2025-3-29;1;7422.31
geladeira;Midea;Paulista;2025-3-29;29;3931.67
smart tv;Acer;Eldorado;2025-3-29;32;5447.28
celular;HP;Paulista;2025-3-29;32;5988.06
notebook;Hitachi;Eldorado;2025-3-29;24;5530.19
geladeira;Samsung;Paulista;2025-3-29;18;7413.77
celular;Midea;Paulista;2025-3-29;46;4994.91
geladeira;Midea;Eldorado;2025-3-29;24;3559.86
geladeira;Hitachi;Eldorado;2025-3-29;21;2664.32
lavadora;Hitachi;Paulista;2025-4-1;8;6611.55
geladeira;Acer;Eldorado;2025-4-1;14;2495.70
lavadora;Midea;Eldorado;2025-4-1;41;1985.22
lavadora;Hitachi;Paulista;2025-4-1;12;4341.31
lavadora;Acer;Cidade São Paulo;2025-4-1;46;1453.30
notebook;LG;Eldorado;2025-4-1;14;6807.27
notebook;Samsung;Cidade São Paulo;2025-4-1;25;4598.93
celular;Hitachi;Eldorado;2025-4-1;49;6688.55
smart tv;Hitachi;Cidade São Paulo;2025-4-1;33;3400.66
lavadora;Acer;Paulista;2025-4-1;25;2531.16
notebook;Midea;Eldorado;2025-4-1;11;4981.62
smart tv;Midea;Cidade São Paulo;2025-4-1;42;1797.42
lavadora;HP;Eldorado;2025-4-1;41;2337.19
notebook;Samsung;Paulista;2025-4-1;40;7505.95
celular;Motorola;Cidade São Paulo;2025-4-1;41;9125.37
notebook;LG;Paulista;2025-4-1;34;1633.78
smart tv;Midea;Paulista;2025-4-1;43;5170.30
geladeira;LG;Paulista;2025-4-1;44;2932.49
geladeira;Samsung;Paulista;2025-4-1;42;1151.19
celular;Hitachi;Eldorado;2025-4-1;22;5912.99
celular;Motorola;Eldorado;2025-4-2;32;1977.90
ar condicionado;Motorola;Eldorado;2025-4-2;18;7188.54
lavadora;Hitachi;Paulista;2025-4-2;5;5015.78
ar condicionado;Midea;Paulista;2025-4-2;19;6207.73
ar condicionado;Midea;Cidade São Paulo;2025-4-2;9;6609.54
ar condicionado;Acer;Eldorado;2025-4-2;28;1861.32
celular;HP;Cidade São Paulo;2025-4-2;15;9320.76
celular;Hitachi;Cidade São Paulo;2025-4-2;23;9950.95
celular;Hitachi;Cidade São Paulo;2025-4-2;14;6964.99
celular;Midea;Eldorado;2025-4-2;11;7678.15
ar condicionado;HP;Paulista;2025-4-2;12;2688.31
notebook;HP;Paulista;2025-4-2;22;5181.14
geladeira;Midea;Eldorado;2025-4-2;40;2756.01
lavadora;HP;Paulista;2025-4-2;38;3939.10
celular;Hitachi;Cidade São Paulo;2025-4-2;21;1703.69
notebook;Samsung;Eldorado;2025-4-2;36;4329.79
geladeira;Acer;Cidade São Paulo;2025-4-2;39;9425.53
ar condicionado;LG;Paulista;2025-4-2;32;6139.08
ar condicionado;Midea;Eldorado;2025-4-2;30;7819.92
lavadora;Hitachi;Eldorado;2025-4-2;17;9084.78
smart tv;Motorola;Paulista;2025-4-3;43;1930.34
geladeira;Samsung;Eldorado;2025-4-3;22;4504.55
celular;HP;Eldorado;2025-4-3;28;4855.88
ar condicionado;Samsung;Paulista;2025-4-3;36;1686.54
smart tv;Samsung;Paulista;2025-4-3;50;6211.29
geladeira;Hitachi;Cidade São Paulo;2025-4-3;19;9455.94
celular;Midea;Paulista;2025-4-3;25;2507.62
celular;LG;Eldorado;2025-4-3;10;2235.12
geladeira;LG;Cidade São Paulo;2025-4-3;1;4694.74
celular;Motorola;Paulista;2025-4-3;11;1729.57
lavadora;LG;Cidade São Paulo;2025-4-3;2;9047.58
geladeira;Motorola;Cidade São Paulo;2025-4-3;1;6646.34
notebook;Motorola;Paulista;2025-4-3;3;7191.99
lavadora;Hitachi;Eldorado;2025-4-3;20;1254.24
lavadora;LG;Eldorado;2025-4-3;9;4274.98
smart tv;LG;Paulista;2025-4-3;50;9352.56
geladeira;Samsung;Paulista;2025-4-3;4;8341.00
lavadora;Samsung;Paulista;2025-4-3;10;9727.63
smart tv;Motorola;Cidade São Paulo;2025-4-3;41;5893.63
smart tv;Hitachi;Eldorado;2025-4-3;10;4044.46
celular;LG;Paulista;2025-4-4;25;8763.89
ar condicionado;Acer;Paulista;2025-4-4;1;6077.91
geladeira;Samsung;Eldorado;2025-4-4;22;4664.09
celular;Acer;Eldorado;2025-4-4;8;8980.37
ar condicionado;Hitachi;Paulista;2025-4-4;31;6210.70
smart tv;Hitachi;Cidade São Paulo;2025-4-4;42;8953.36
notebook;Motorola;Eldorado;2025-4-4;48;4426.44
celular;Samsung;Cidade São Paulo;2025-4-4;50;2271.83
ar condicionado;Motorola;Paulista;2025-4-4;36;3849.72
lavadora;Midea;Cidade São Paulo;2025-4-4;30;2655.72
ar condicionado;Hitachi;Eldorado;2025-4-4;15;6903.28
notebook;Motorola;Eldorado;2025-4-4;9;7595.20
geladeira;LG;Paulista;2025-4-4;50;2523.56
lavadora;Midea;Paulista;2025-4-4;9;1325.09
smart tv;Midea;Paulista;2025-4-4;40;7200.60
lavadora;Motorola;Cidade São Paulo;2025-4-4;50;3583.43
notebook;Midea;Cidade São Paulo;2025-4-4;14;3172.84
smart tv;Hitachi;Paulista;2025-4-4;13;1053.63
geladeira;Acer;Paulista;2025-4-4;43;9168.36
geladeira;HP;Paulista;2025-4-4;21;5296.22
geladeira;Motorola;Eldorado;2025-4-5;48;4994.09
ar condicionado;Acer;Cidade São Paulo;2025-4-5;36;1692.87
celular;LG;Paulista;2025-4-5;49;6322.18
lavadora;LG;Cidade São Paulo;2025-4-5;5;8888.78
smart tv;Samsung;Eldorado;2025-4-5;25;5004.19
smart tv;Samsung;Eldorado;2025-4-5;21;5168.88
ar condicionado;Hitachi;Eldorado;2025-4-5;7;4539.43
ar condicionado;Motorola;Eldorado;2025-4-5;49;7083.32
ar condicionado;LG;Eldorado;2025-4-5;13;5187.48
notebook;Acer;Paulista;2025-4-5;37;2212.42
ar condicionado;Samsung;Eldorado;2025-4-5;42;2930.14
geladeira;Midea;Paulista;2025-4-5;17;7959.90
geladeira;Motorola;Paulista;2025-4-5;40;6401.24
geladeira;Motorola;Eldorado;2025-4-5;28;7785.50
ar condicionado;Samsung;Paulista;2025-4-5;34;6171.94
ar condicionado;LG;Eldorado;2025-4-5;20;2644.21
geladeira;LG;Eldorado;2025-4-5;15;7513.45
notebook;Samsung;Cidade São Paulo;2025-4-5;9;2619.47
notebook;Acer;Eldorado;2025-4-5;6;3215.34
celular;Motorola;Eldorado;2025-4-5;15;5755.47
geladeira;Samsung;Eldorado;2025-4-6;34;1487.40
celular;Midea;Paulista;2025-4-6;4;9766.75
lavadora;Midea;Eldorado;2025-4-6;11;2297.26
smart tv;Samsung;Paulista;2025-4-6;1;3538.81
ar condicionado;Midea;Eldorado;2025-4-6;2;3644.55
geladeira;LG;Eldorado;2025-4-6;1;7655.04
smart tv;Midea;Paulista;2025-4-6;44;9944.88
lavadora;Midea;Cidade São Paulo;2025-4-6;41;1500.64
smart tv;Samsung;Cidade São Paulo;2025-4-6;47;5928.44
smart tv;HP;Cidade São Paulo;2025-4-6;30;2025.25
smart tv;Hitachi;Cidade São Paulo;2025-4-6;12;3165.63
geladeira;LG;Eldorado;2025-4-6;17;1312.23
smart tv;Motorola;Cidade São Paulo;2025-4-6;35;7495.23
geladeira;Motorola;Cidade São Paulo;2025-4-6;13;6703.44
celular;Hitachi;Cidade São Paulo;2025-4-6;1;7024.29
lavadora;Hitachi;Eldorado;2025-4-6;34;4862.55
lavadora;Hitachi;Cidade São Paulo;2025-4-6;31;9857.01
geladeira;HP;Paulista;2025-4-6;7;9918.04
smart tv;Acer;Paulista;2025-4-6;23;2058.20
notebook;Hitachi;Cidade São Paulo;2025-4-6;24;6700.77
ar condicionado;Midea;Eldorado;2025-4-7;40;5965.60
ar condicionado;Midea;Eldorado;2025-4-7;21;1443.53
smart tv;Acer;Paulista;2025-4-7;30;7822.66
lavadora;Midea;Paulista;2025-4-7;7;3499.09
ar condicionado;Motorola;Paulista;2025-4-7;42;9322.42
celular;Samsung;Cidade São Paulo;2025-4-7;33;2244.31
notebook;Samsung;Eldorado;2025-4-7;3;5377.64
smart tv;Acer;Cidade São Paulo;2025-4-7;7;2016.20
geladeira;Acer;Eldorado;2025-4-7;17;5374.63
smart tv;Samsung;Paulista;2025-4-7;50;6142.71
lavadora;Samsung;Eldorado;2025-4-7;12;9402.13
lavadora;Hitachi;Eldorado;2025-4-7;4;1266.90
ar condicionado;LG;Eldorado;2025-4-7;24;6286.18
smart tv;Motorola;Paulista;2025-4-7;25;1271.73
notebook;Samsung;Paulista;2025-4-7;49;8697.47
geladeira;Samsung;Cidade São Paulo;2025-4-7;8;9967.85
lavadora;LG;Paulista;2025-4-7;33;8060.39
ar condicionado;Samsung;Cidade São Paulo;2025-4-7;47;7732.52
smart tv;LG;Eldorado;2025-4-7;9;6206.26
ar condicionado;Samsung;Cidade São Paulo;2025-4-7;28;7578.53
lavadora;Motorola;Eldorado;2025-4-8;6;9995.64
geladeira;LG;Eldorado;2025-4-8;20;7769.71
celular;Samsung;Eldorado;2025-4-8;10;1146.07
smart tv;Acer;Eldorado;2025-4-8;12;1542.18
celular;Midea;Paulista;2025-4-8;7;1968.52
lavadora;LG;Cidade São Paulo;2025-4-8;15;7951.56
notebook;Samsung;Paulista;2025-4-8;9;9377.24
ar condicionado;Motorola;Cidade São Paulo;2025-4-8;9;2935.04
smart tv;Midea;Eldorado;2025-4-8;15;7142.76
celular;Hitachi;Paulista;2025-4-8;9;3908.49
geladeira;Acer;Paulista;2025-4-8;33;9782.03
smart tv;Hitachi;Eldorado;2025-4-8;24;8065.80
geladeira;LG;Eldorado;2025-4-8;1;8766.07
ar condicionado;HP;Cidade São Paulo;2025-4-8;24;4718.72
smart tv;Motorola;Paulista;2025-4-8;50;9087.77
notebook;LG;Paulista;2025-4-8;7;3199.46
lavadora;Midea;Paulista;2025-4-8;50;5838.49
lavadora;Samsung;Cidade São Paulo;2025-4-8;19;8788.51
notebook;Midea;Paulista;2025-4-8;1;5700.32
celular;LG;Eldorado;2025-4-8;6;5854.21
lavadora;Motorola;Eldorado;2025-4-9;17;7388.72
smart tv;Hitachi;Eldorado;2025-4-9;37;6195.64
geladeira;HP;Paulista;2025-4-9;40;9103.62
ar condicionado;Motorola;Paulista;2025-4-9;8;2597.48
geladeira;Hitachi;Eldorado;2025-4-9;34;3537.51
notebook;Samsung;Cidade São Paulo;2025-4-9;15;9694.19
